edge_id,source_id,target_id,citing_paper_title,cited_paper_title,citing_year,cited_year,target_reference_marker,target_reference_entry,reference_match_method,reference_match_score,num_mentions,all_target_aligned_contexts,context_type,alignment_status,alignment_note,source_of_acceptance
W2734445852->W2293940046,W2734445852,W2293940046,A First Look at Information Entropy-Based Data Pricing,Query-Based Data Pricing,2017,2020,[12],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM) , vol. 62, no. 5, p. 43, 2015.",title_exact,0.97,4,"Nevertheless, data markets did not support complex ad-hoc queries at the beginning because it was unclear how to assign a proper price to a query result. Koutris et al proposed query-based data pricing framework to address complex ad-hoc queries [12]. Their framework allows data sellers to assign explicit prices to a few views or sets of views, and also provides the possibility to data buyers to issue and buy any query.

... [another target-aligned mention] ...

Their framework allows data sellers to assign explicit prices to a few views or sets of views, and also provides the possibility to data buyers to issue and buy any query. Although the price of queries can be calculated automatically from explicit prices of views using the framework proposed in [12], guidance for assigning reasonable price to views of datasets is not provided in [12]. 3) Bundling and Discrimination Pricing: Bundling pricing strategy originates from capital data market, and it represents anaggregation techniques [13].

... [another target-aligned mention] ...

As for information entropy-based pricing function presented in Section III-C, the biggest merit of proposed pricing function is the arbitrage-free property. Many of previous studies [16], [17], [12] concerning query-based data pricing dedicate to making the pricing function arbitrage-free. [16] proposed the rudiment of query-based data pricing, where a simple instance for calculation of query price for online data markets is provided.

... [another target-aligned mention] ...

Although subsequent researchers have proposed a variety of pricing functions based on [16], they still do not address the problem that the price for tuple (or view) is assigned subjectively by data owners. The proposed data pricing metric, data information entropy, might offer a new angle to address this problem in [16], [17], [12], because data information entropy could provide speciﬁc pricing relationship among tuples (views). IV .",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2790400697->W2168402580,W2790400697,W2168402580,"A Survey on Big Data Market: Pricing, Trading and Protection",Query-based data pricing,2018,2020,[76],"P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM), vol. 62, no. 5, p. 43, 2015.",title_exact,0.97,1,"Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2790400697->W2289113545,W2790400697,W2289113545,"A Survey on Big Data Market: Pricing, Trading and Protection",Smart data pricing models for the internet of things: a bundling strategy approach,2018,2016,[77],"D. Niyato, D. T. Hoang, N. C. Luong, P. Wang, D. I. Kim, and Z. Han, “Smart data pricing models for the Internet of Things: A bundling strategy approach,” IEEE Network, vol. 30, no. 2, pp. 18–25, 2016.",title_exact,0.97,1,"Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2790400697->W2293940046,W2790400697,W2293940046,"A Survey on Big Data Market: Pricing, Trading and Protection",Query-Based Data Pricing,2018,2020,[76],"P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM), vol. 62, no. 5, p. 43, 2015.",title_exact,0.97,1,"Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2790400697->W2473283431,W2790400697,W2473283431,"A Survey on Big Data Market: Pricing, Trading and Protection",Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,2018,2016,[56],"N. C. Luong, D. T. Hoang, P. Wang, D. Niyato, D. I. Kim, and Z. Han, “Data collection and wireless communication in Internet of Things (IoT) using economic analysis and pricing models: a survey,” IEEE Communications Surveys & Tutorials, vol. 18, no. 4, pp. 2546–2590, 2016.",title_exact,0.97,2,"Pricing mechanisms adjust price and payment schedule to guarantee the enough scale of participants and improve the data service, data accuracy, and data coverage. There are several different pricing strategies for evaluating cost according to the different scenarios [56]. The most common strategy is economic-based pricing, which establishes the price model based on economic principles.

... [another target-aligned mention] ...

The payoff result will be affected not only by one play, but also by others [63]. In [56] and [64], the authors designed a pricing model to evaluate IoT sensing data. In the model, all vendors sell their data in a competitive manner, and they deﬁne this model as non-cooperative game.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2790400697->W2533772775,W2790400697,W2533772775,"A Survey on Big Data Market: Pricing, Trading and Protection",A pricing model for Big Personal Data,2018,2016,[15],"P. Lewis, “An ”all you can eat” price is clogging internet access,” New York Times. December, vol. 17, p. A1, 1996.[16] Y . Shen, B. Guo, Y . Shen, X. Duan, X. Dong, and H. Zhang, “A pricing model for big personal data,” Tsinghua Science and Technology, vol. 21, no. 5, pp. 482–490, 2016.",title_exact,0.97,1,"Indeed, in 1996, the largest U.S. Internet Service Provider, AOL, switched to a monthly data plan [15]. This was the ﬁrst time that a business endowed the data itself with a commercial value.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2790400697->W2734426755,W2790400697,W2734426755,"A Survey on Big Data Market: Pricing, Trading and Protection",An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,2018,2020,[75],"Z. Zheng, Y . Peng, F. Wu, S. Tang, and G. Chen, “An online pricing mechanism for mobile crowdsensing data markets,” in Proceedings of the 18th ACM International Symposium on Mobile Ad Hoc Networking and Computing. ACM, 2017, p. 26.",title_exact,0.97,1,"Citation information: DOI 10.1109/ACCESS.2018.2806881, IEEE Access 11 TABLE II: Data pricing models Ref. Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2790400697->W2743929098,W2790400697,W2743929098,"A Survey on Big Data Market: Pricing, Trading and Protection",Data pricing strategy based on data quality,2018,2017,[82],"H. Yu and M. Zhang, “Data pricing strategy based on data quality,” Computers & Industrial Engineering, vol. 112, pp. 1–10, 2017.",title_exact,0.97,1,"Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2790400697->W2765365501,W2790400697,W2765365501,"A Survey on Big Data Market: Pricing, Trading and Protection",Pricing of Data Products in Data Marketplaces,2018,2020,[83],"S. A. Fricker and Y . V . Maksimov, “Pricing of data products in data marketplaces,” in International Conference of Software Business. Springer, 2017, pp. 49–66.",title_exact,0.97,1,"Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W2906578628->W2473283431,W2906578628,W2473283431,The Internet of Things: A Review of Enabled Technologies and Future Challenges,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,2018,2016,[3],"N. C. Luong, D. T. Hoang, P. Wang, D. Niyato, D. I. Kim, and Z. Han, “Data collection and wireless communication in internet of things (iot) using economic analysis and pricing models: A survey,” IEEE Commu- nications Surveys & Tutorials, vol. 18, no. 4, pp. 2546–2590, 2016.",title_exact,0.97,13,"INTRODUCTION THE Internet technology has been experiencing consid- erable modiﬁcations since its early times and has turned out to be an imperative transmission framework aiming at everywhere and every time connectivity [1]. The Internet of Things (IoT) is a new concept permitting billions of tiny machines, for example, sensors, to be connected to the Internet [2], [3]. With the Internet growth, IoT has carried out an impressive effect to several ﬁelds and there have been numerous IoT applications employed for enhancing the network operation and users’ quality of experience.

... [another target-aligned mention] ...

With the improvement of IoT, several technologies have been introduced [24], which are the main focus of this paper and are discussed in the following sections in detail. Several good surveys have been published on IoT enabled technologies, such as IoT-based smart cities [25], heterogeneous IoT [5], fog computing for IoT [19], data mining for IoT [26], WSN-based data centric IoT [3], IoT- based cellular communications [1], context awareness-based IoT [27], virtual object-based IoT [28], and IoT-based real- time analytics [29]. This survey provides a detailed expla- nation of the mentioned papers in terms of their contribu- tions and future directions for further research.

... [another target-aligned mention] ...

Section V draws a sketch of data mining for IoT [26] classiﬁed into four technologies, i.e., clustering, classiﬁcation, frequent patterns, and association rules. Section VI reports the WSN- based data centric IoT [3] with regard to different data aggregation mechanisms. Section VII summarizes the IoT- based cellular communications [1] considering the long term evolution (LTE).

... [another target-aligned mention] ...

A smart city contains a num- ber of classiﬁcations of end-users, for example, inhabitants, administration, business associates, and so on. Though, a number of surveys are available on smart cities, such as [3], [31]–[40] discussing different overviews and architectures of smart cities, this portion elaborates the most recent survey [25] on smart cities. The survey in [25] consists of four main phases, which are discussed in the following subsections.

... [another target-aligned mention] ...

Citation information: DOI 10.1109/ACCESS.2018.2886601, IEEE Access Ikram Ud Din et al.: IEEE Access TABLE 1. Analysis of presented surveys Survey Reference Scope Smart Cities: IoT Enabling Technolo- gies[25] Data trafﬁc, virtual power plant, emergency sys- tem, health system Heterogeneous IoT [5] Sensing layer, networking layer, cloud computing layer, application layer Fog Computing for IoT [19] Cloud layer, fog layer, device layer Data mining for IoT [26] Clustering, Classiﬁcation, Frequent patterns, Asso- ciation rules WSN-based data centric IoT [3] Data aggregation mechanisms IoT-based cellular communications [1] Long Term Evolution (LTE) Context Awareness-based IoT [27] Applications and middleware solutions Virtual object-based IoT [28] Historical evolution and current features Real-Time analytics based IoT [29] Wireless, wired, and hybrid data centers TABLE 2. Acronyms and their deﬁnitions Acronym Deﬁnition Acronym Deﬁnition BCCH Broadcast Control Channel OT Operation Theater BS Base Station PRACH Physical Random Access Channel CATM UE MTC Category for User Equipment PSNR Peak-Signal-to-Noise-Ratio CCTV Closed-Circuit Television PUCCH Physical Uplink Control Channel CLA Context Lifecycle Approach PUSCH Uplink Shared Channel C-RAN Cloud-Radio Access Network QoS Quality-of-Service CXaaS Context-as-a-Service RAN Radio Access Network DMRS Demodulation Reference Signal RFID Radio-Frequency Identiﬁcation DoS Denial of Service RLC Radio Link Control ELA Enterprise Lifecycle Approach RSU Road Side Unit F-RAN Fog-Radio Access Network SDN Software Deﬁned Network GPS Global Positioning System SRS Sounding Reference Signal H2H Human-to-Human SSE Sum of Squared Errors IOS Internet Operating System SVM Support Vector Machine IoT Internet of Things UII Unique Item Identiﬁcation KDD Knowledge Discovery in Databases V ANET Vehicular Ad hoc Network LAN Local Area Network VNI Visual Networking Index LSVM Linear Support Vector Machine VPP Virtual Power Plant LTE Long Term Evolution WSN Wireless Sensor Network MTC Machine Type Communication 3GPP 3rd Generation Partnership Project M2M Machine-to-Machine 4G Fourth Generation NB Narrowband 5G Fifth Generation analyzed and distributed for a safer drive.

... [another target-aligned mention] ...

Various IoT paradigms have been proposed in the litera- ture [164]–[167], which provide sufﬁcient knowledge about the stated characteristics. The WSN-based data centric IoT survey [3] focuses on the following four issues: i) Data exchange, ii) Resource and task allocation, iii) Coverage and target tracking, and iv) Denial of service (DoS) attack prevention pertaining to economic models. These modules are discussed in the following subsections in detail.

... [another target-aligned mention] ...

(c) Data collection in a sealed-bid reverse auction. (d) Data collection, where the service provider splits the budget and the targeted work into various small budgets and periods [3]. A.

... [another target-aligned mention] ...

XI. LESSONS LEARNED This section is based on the following IoT-related papers: i) smart cities [25] that consist of trafﬁc management, virtual power plants, emergency and health systems; ii) heteroge- neous IoT [5] that elaborates the functions of application, cloud, networking, and sensing layers; iii) fog computing [19], which elucidates the functionalities of cloud, fog, and device layers; iv) data mining [26], which is classiﬁed into four parts, i.e., clustering, classiﬁcation, frequent patterns, and association rules; v) data centric WSN [3] with respect to four aggregated schemes, i.e., data exchange, task and/or re- source allocation, sensing coverage with target identiﬁcation, and prevention of DoS attacks; vi) cellular communications [1] with regard to LTE; vii) content-awareness [27], which delineates a range of middleware applications along with their solutions; viii) virtual objects [28] in terms of archi- tectures and their roles; and ix) real-time analytics [29] with respect to network requirements and methodologies. These lessons are presented in the following subsections in detail.

... [another target-aligned mention] ...

E. WSN-BASED DATA CENTRIC IOT Different from the traditional WSN, the IoT-based WSN [3] needs to be smarter [163], because it does not only execute ordinary tasks but also perform important functions with little human involvement. Dealing with billions of IoT devices, numerous challenges in terms of economical deployment and appropriate processing can be faced.

... [another target-aligned mention] ...

Data mining for IoT [26] Presents an overview of the features of data mining for IoT in line with future challenges and open issues.Ignores to present the IoT overview from various angles, such as semantics, devices, and Internet. WSN-based data centric IoT [3] Studies various functions of the economic and pricing prototypes, called intelligent log- ical decision-making techniques, to design procedures and systems for wireless sensor networks.Lakes to provide a partition of network trafﬁc into logical phases that affect the functionali- ties of WSNs. IoT-based cellular communications [1] Delivers a detailed explanation of the MTC development through various LTE releases and the newly designed MTC categories.Discusses only the physical layer features and neglects other important aspects, such as end- to-end network slicing and scalability issues for mobile IoT.

... [another target-aligned mention] ...

Real-Time analytics based IoT [29] Deﬁnes the essentials of the real-time IoT analytics and procedures, and clariﬁes limi- tations of the system policies for their valida- tion.Does not discuss protocols and applications that would assist the research community to choose appropriate technologies. with respect to WSN, WiFi, and cellular communications, iii) fog computing [19] with regard to users’ privacy and trust- worthiness, iv) data mining [26] in line with decentralized and heterogeneous techniques, v) data centric WSN [3] con- cerning mobility patterns and payment security, vi) cellular communications [1] with reference to obtaining frequency and operating cell IDs, vii) context-awareness [27] pertaining to device recognition and connection, viii) virtual objects [28] regarding their lifecycle and garbage collection, and ix) real-time analytics [29] in connection with scalability, fault tolerance, and massive data transmission. These challenges are addressed in the following subsections separately.

... [another target-aligned mention] ...

Pricing models for determining communica- tions and data gathering glitches in delivery networksLuonget al. [3] have provided economic models to determine communications and data aggregation issues in the IoT environment. Long Term Evolution (LTE-A)-based delivery networksElsaadany et al.

... [another target-aligned mention] ...

Hence, the server should keep track of the pattern of mobility of each in- dividual cellphone user [308]. In addition, payment security and bids’ conﬁdentiality [309] are two other prominent open research issues [3]. F.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
